TIMESTAMP,SAMPLE,WEIGHT
0.8784305969020352,0,0.8784305969020352
0.8784305969020352,1,0
0.9594064226839691,0,0.08097582578193396
0.9594064226839691,1,0
1.3490611269371584,0,0.38965470425318927
1.3490611269371584,1,0
1.6972372606396675,0,0.3481761337025091
1.6972372606396675,1,0
2.444430635427125,0,0.7471933747874573
2.444430635427125,1,0
3.2250165913719684,0,0.7805859559448436
3.2250165913719684,1,0
3.252210137550719,0,0.027193546178750694
3.252210137550719,1,0
3.407841765554622,0,0.15563162800390273
3.407841765554622,1,0
3.9252685165265575,0,0.5174267509719357
3.9252685165265575,1,0
4.025526100071147,0,0.10025758354458958
4.025526100071147,1,0
4.274183045956306,0,0.24865694588515908
4.274183045956306,1,0
4.729377536103129,0,0.4551944901468232
4.729377536103129,1,0
5.5270268694730476,0,0.7976493333699182
5.5270268694730476,1,0
5.795103542273864,0,0.2680766728008166
5.795103542273864,1,0
6.194650770514272,0,0.399547228240408
6.194650770514272,1,0
7.144272569101304,0,0.9496217985870317
7.144272569101304,1,0
7.176345515414141,0,0.0320729463128373
7.176345515414141,1,0
8.081323560560122,0,0.904978045145981
8.081323560560122,1,0
8.33001897286158,0,0.24869541230145842
8.33001897286158,1,0
8.723678386537358,0,0.3936594136757776
8.723678386537358,1,0
9.573626007302664,0,0.8499476207653061
9.573626007302664,1,0
10.161833165911958,0,0.5882071586092934
10.161833165911958,1,0
10.703989983187057,0,0.5421568172750995
10.703989983187057,1,0
10.986061732983217,0,0.28207174979615957
10.986061732983217,1,0
11.657453762250952,0,0.6713920292677358
11.657453762250952,1,0
12.419160405406728,0,0.761706643155776
12.419160405406728,1,0
13.317324557690881,0,0.8981641522841528
13.317324557690881,1,0
13.770096278050914,0,0.4527717203600332
13.770096278050914,1,0
14.755237467237748,0,0.9851411891868338
14.755237467237748,1,0
14.82085989206098,0,0.065622424823232
14.82085989206098,1,0
15.13956844934728,0,0.31870855728629977
15.13956844934728,1,0
15.90387963457033,0,0.7643111852230504
15.90387963457033,1,0
16.618235660833307,0,0.7143560262629762
16.618235660833307,1,0
16.684078014921397,0,0.06584235408809036
16.684078014921397,1,0
16.976693871314637,0,0.2926158563932404
16.976693871314637,1,0
17.058012476889417,0,0.08131860557477921
17.058012476889417,1,0
17.10916892637033,0,0.05115644948091358
17.10916892637033,1,0
17.48670312645845,0,0.377534200088121
17.48670312645845,1,0
17.89427761558909,0,0.40757448913063854
17.89427761558909,1,0
18.672251571668312,0,0.7779739560792223
18.672251571668312,1,0
18.747885643620975,0,0.07563407195266336
18.747885643620975,1,0
19.261357912095264,0,0.5134722684742883
19.261357912095264,1,0
20.16046570299659,0,0.8991077909013256
20.16046570299659,1,0
20.93385762651451,0,0.7733919235179201
20.93385762651451,1,0
21.303022052976303,0,0.3691644264617935
21.303022052976303,1,0
21.712727470556274,0,0.40970541757997125
21.712727470556274,1,0
22.14704872725997,0,0.43432125670369714
22.14704872725997,1,0
22.165378920501098,0,0.018330193241126835
22.165378920501098,1,0
22.893691079807468,0,0.7283121593063697
22.893691079807468,1,0
23.28927443875,0,0.39558335894253105
23.28927443875,1,0
23.34734680445399,0,0.058072365703992546
23.34734680445399,1,0
23.38418410369195,0,0.03683729923795909
23.38418410369195,1,0
23.462897656369023,0,0.07871355267707258
23.462897656369023,1,0
24.106157653499395,0,0.6432599971303716
24.106157653499395,1,0
24.276190820499323,0,0.17003316699992865
24.276190820499323,1,0
24.861822504317388,0,0.5856316838180646
24.861822504317388,1,0
24.9612350986572,0,0.09941259433981031
24.9612350986572,1,0
25.371846095193177,0,0.4106109965359792
25.371846095193177,1,0
26.13952906092163,0,0.7676829657284543
26.13952906092163,1,0
26.329313250258565,0,0.1897841893369332
26.329313250258565,1,0
27.21426842280198,0,0.8849551725434139
27.21426842280198,1,0
27.48955208947882,0,0.2752836666768417
27.48955208947882,1,0
28.46698361437302,0,0.9774315248942003
28.46698361437302,1,0
29.099980765022337,0,0.6329971506493166
29.099980765022337,1,0
29.979273534729145,0,0.879292769706808
29.979273534729145,1,0
30.941717939451337,0,0.9624444047221914
30.941717939451337,1,0
31.113377267611213,0,0.17165932815987617
31.113377267611213,1,0
31.973126526456326,0,0.8597492588451132
31.973126526456326,1,0
32.77579953789245,0,0.8026730114361271
32.77579953789245,1,0
33.60163687658496,0,0.8258373386925086
33.60163687658496,1,0
33.874955528532155,0,0.27331865194719285
33.874955528532155,1,0
34.803031739080325,0,0.9280762105481699
34.803031739080325,1,0
35.535836440860294,0,0.732804701779969
35.535836440860294,1,0
36.05451793409884,0,0.518681493238546
36.05451793409884,1,0
36.09061733761337,0,0.036099403514526784
36.09061733761337,1,0
36.12970137153752,0,0.03908403392415494
36.12970137153752,1,0
37.11943648883607,0,0.9897351172985509
37.11943648883607,1,0
37.17612412991002,0,0.056687641073949635
37.17612412991002,1,0
37.82882633374538,0,0.6527022038353607
37.82882633374538,1,0
37.83626450714655,0,0.007438173401169479
37.83626450714655,1,0
38.01292102143634,0,0.1766565142897889
38.01292102143634,1,0
38.92783825285733,0,0.9149172314209864
38.92783825285733,1,0
39.501982975634746,0,0.5741447227774188
39.501982975634746,1,0
40.10576371150091,0,0.6037807358661667
40.10576371150091,1,0
40.84179731027689,0,0.7360335987759754
40.84179731027689,1,0
41.055717651266605,0,0.21392034098971635
41.055717651266605,1,0
42.03634166752454,0,0.9806240162579343
42.03634166752454,1,0
42.43028234411031,0,0.39394067658577114
42.43028234411031,1,0
43.17780785181094,0,0.7475255077006295
43.17780785181094,1,0
43.60753947892226,0,0.4297316271113232
43.60753947892226,1,0
44.088084217044525,0,0.48054473812226206
44.088084217044525,1,0
44.25900459242985,0,0.17092037538532168
44.25900459242985,1,0
44.78086137410719,0,0.521856781677343
44.78086137410719,1,0
44.869843053631485,0,0.08898167952429503
44.869843053631485,1,0
